station_name,wigos_station_identifier,traditional_station_identifier,facility_type,latitude,longitude,elevation,territory_name,wmo_region
SANTIAGO DE CUBA,0-20000-0-78264,78264,Land (fixed),19.96666667,-75.85,0,Cuba,IV
SANTIAGO DE LAS VEGAS,0-20000-0-78373,78373,Land (fixed),22.96666667,-82.38333333,0,Cuba,IV
TAPASTE,0-20000-0-78374,78374,Land (fixed),23.01666667,-82.13333333,0,Cuba,IV
TOPES DE COLLANTES,0-20000-0-78342,78342,Land (fixed),21.91666667,-80.01666667,0,Cuba,IV
TRINIDAD,0-20000-0-78337,78337,Land (fixed),21.78333333,-79.98333333,0,Cuba,IV
UNION DE REYES,0-20000-0-78327,78327,Land (fixed),22.76666667,-81.53333333,0,Cuba,IV
UNIVERSIDAD,0-20000-0-78364,78364,Land (fixed),20.05,-75.81666667,0,Cuba,IV
VARADERO,0-20000-0-78328,78328,Land (fixed),23.25,-81.41666667,0,Cuba,IV
VARADERO/MT,0-20000-0-78229,78229,Land (fixed),23.01666667,-81.43333333,0,Cuba,IV
VEGUITAS,0-20000-0-78377,78377,Land (fixed),20.31666667,-76.88333333,0,Cuba,IV
VELASCO,0-20000-0-78378,78378,Land (fixed),21.08333333,-76.3,0,Cuba,IV
VENEZUELA,0-20000-0-78346,78346,Land (fixed),21.78333333,-78.78333333,0,Cuba,IV
HATO AIRPORT,0-20000-0-78988,78988,Land (fixed),12.2,-68.96666667,8,Curacao,IV
HATO AIRPORT,0-20001-0-78988,78988,Land (fixed),12.2,-68.96666667,8,Curacao,IV
Station Nord,0-20008-0-SNO,SNO,Land (fixed),81.6015,-16.662,24,Denmark,IV
CANEFIELD AIRPORT,0-20000-0-78906,78906,Land (fixed),15.33333333,-61.38333333,5,Dominica,IV
MELVILLE HALL AIRPORT,0-20000-0-78905,78905,Land (fixed),15.53333333,-61.3,14,Dominica,IV
ARROYO BARRIL,0-20000-0-78466,78466,Land (fixed),19.2005,-69.4314,37,Dominican Republic,IV
BARAHONA,0-20000-0-78482,78482,Land (fixed),18.2486,-71.1229,6,Dominican Republic,IV
BAYAGUANA,0-20000-0-78473,78473,Land (fixed),18.7422,-69.6308,53,Dominican Republic,IV
CABRERA,0-20000-0-78464,78464,Land (fixed),19.6443,-69.9063,18,Dominican Republic,IV
JIMANI,0-20000-0-78480,78480,Land (fixed),18.4928,-71.853,45,Dominican Republic,IV
LA ROMANA,0-20000-0-78488,78488,Land (fixed),18.4485,-68.9092,62,Dominican Republic,IV
LAS AMERICAS,0-20000-0-78485,78485,Land (fixed),18.4331,-69.6796,7,Dominican Republic,IV
MONTE CRISTI,0-20000-0-78451,78451,Land (fixed),19.8899,-71.6535,8,Dominican Republic,IV
PUERTO PLATA,0-20000-0-78458,78458,Land (fixed),19.7542,-70.5632,16,Dominican Republic,IV
PUNTA CANA,0-20000-0-78479,78479,Land (fixed),18.5666,-68.3594,7,Dominican Republic,IV
SABANA DE LA MAR,0-20000-0-78467,78467,Land (fixed),19.0527,-69.3888,11,Dominican Republic,IV
SANTIAGO (78460-0),0-20000-0-78460,78460,Land (fixed),19.4031,-70.5978,170,Dominican Republic,IV
SANTO DOMINGO (78486-0),0-20000-0-78486,78486,Land (fixed),18.4734,-69.8705,14,Dominican Republic,IV
ACAJUTLA,0-20000-0-78650,78650,Land (fixed),13.57638889,-89.83333333,15,El Salvador,IV
EL SALVADOR INTL. AIRPORT/COMALAPA,0-20000-0-78666,78666,Land (fixed),13.43583333,-89.06611111,25,El Salvador,IV
LA UNION/CPI,0-20000-0-78672,78672,Land (fixed),13.32472222,-87.81472222,10,El Salvador,IV
SAN MIGUEL/UES,0-20000-0-78670,78670,Land (fixed),13.43888889,-88.15916667,117,El Salvador,IV
SAN SALVADOR/ILOPANGO,0-20000-0-78663,78663,Land (fixed),13.6975,-89.11694444,616,El Salvador,IV
SANTA ANA/UNICO,0-20000-0-78655,78655,Land (fixed),13.9825,-89.54888889,715,El Salvador,IV
CLIPPERTON,0-20000-0-78825,78825,Land (fixed),10.29166667,-109.2316667,1,France,IV
LA DESIRADE METEO,0-20000-0-78890,78890,Land (fixed),16.335,-61.00388889,27,France,IV
LAMENTIN-AERO,0-20000-0-78925,78925,Land (fixed),14.59527778,-60.99555556,5,France,IV
LE RAIZET AERO,0-20000-0-78897,78897,Land (fixed),16.26388889,-61.51638889,11,France,IV
POINTE-A-PITRE,0-20000-0-78896,78896,Land (fixed),16.26,-61.53,0,France,IV
ST. BARTHELEMY METEO,0-20000-0-78894,78894,Land (fixed),17.90138889,-62.85222222,44,France,IV
TRINITE-CARAVELLE,0-20000-0-78922,78922,Land (fixed),14.77444444,-60.87527778,26,France,IV
MAURICE BISHOP INTERNATIONAL AIRPORT,0-20000-0-78958,78958,Land (fixed),12,-61.78333333,6,Grenada,IV
COBAN A.V.,0-20000-0-78631,78631,Land (fixed),15.48333333,-90.31666667,0,Guatemala,IV
GUATEMALA (AEROPUERTO LA AURORA),0-20000-0-78641,78641,Land (fixed),14.58333333,-90.51666667,0,Guatemala,IV
GUATEMALA (OBSERVATORIO NACIONAL),0-20000-0-78640,78640,Land (fixed),14.58333333,-90.51666667,0,Guatemala,IV
HUEHUETENANGO,0-20000-0-78627,78627,Land (fixed),15.31666667,-91.46666667,0,Guatemala,IV
LA FRAGUA,0-20000-0-78649,78649,Land (fixed),14.95,-89.53333333,0,Guatemala,IV
POPTUN,0-20000-0-78625,78625,Land (fixed),16.31666667,-89.41666667,0,Guatemala,IV
PUERTO BARRIOS,0-20000-0-78637,78637,Land (fixed),15.71666667,-88.6,0,Guatemala,IV
QUETZALTENANGO,0-20000-0-78629,78629,Land (fixed),14.81666667,-91.5,0,Guatemala,IV
RETALHULEU,0-20000-0-78639,78639,Land (fixed),14.53333333,-91.66666667,0,Guatemala,IV
SAN JOSE (78647-0),0-20000-0-78647,78647,Land (fixed),13.91666667,-90.81666667,0,Guatemala,IV
TIKAL,0-20000-0-78615,78615,Land (fixed),16.91666667,-89.88333333,0,Guatemala,IV
CAP-HAITIEN,0-20000-0-78409,78409,Land (fixed),19.75,-72.18333333,2,Haiti,IV
JACMEL,0-20000-0-78449,78449,Land (fixed),18.23333333,-72.53333333,0,Haiti,IV
JEREMIE,0-20000-0-78435,78435,Land (fixed),18.61666667,-74.08333333,0,Haiti,IV
LES CAYES,0-20000-0-78447,78447,Land (fixed),18.18333333,-73.73333333,1,Haiti,IV
MOLE SAINT-NICOLAS,0-20000-0-78401,78401,Land (fixed),19.81666667,-73.38333333,0,Haiti,IV
PORT-AU-PRINCE (DAMIEN),0-20000-0-78437,78437,Land (fixed),18.6,-72.28333333,14,Haiti,IV
PORT-AU-PRINCE/AEROPORT INT.,0-20000-0-78439,78439,Land (fixed),18.56666667,-72.3,31,Haiti,IV
AMAPALA,0-20000-0-78700,78700,Land (fixed),13.26666667,-87.65,0,Honduras,IV
CATACAMAS,0-20000-0-78714,78714,Land (fixed),14.9,-85.93333333,0,Honduras,IV
CHOLUTECA,0-20000-0-78724,78724,Land (fixed),13.31666667,-87.15,0,Honduras,IV
GUANAJA,0-20000-0-78701,78701,Land (fixed),16.46666667,-85.91666667,2,Honduras,IV
ISLAS DEL CISNE,0-20000-0-78501,78501,Land (fixed),17.4,-83.93333333,9,Honduras,IV
LA CEIBA (AIRPORT),0-20000-0-78705,78705,Land (fixed),15.73333333,-86.86666667,0,Honduras,IV
LA ESPERANZA,0-20000-0-78719,78719,Land (fixed),14.31666667,-88.15,0,Honduras,IV
LA MESA (SAN PEDRO SULA),0-20000-0-78708,78708,Land (fixed),15.45,-87.93333333,0,Honduras,IV
NUEVA OCOTEPEQUE,0-20000-0-78718,78718,Land (fixed),14.43333333,-89.18333333,0,Honduras,IV
PUERTO LEMPIRA,0-20000-0-78711,78711,Land (fixed),15.21666667,-83.8,0,Honduras,IV
ROATAN,0-20000-0-78703,78703,Land (fixed),16.31666667,-86.51666667,0,Honduras,IV
SANTA ROSA DE COPAN,0-20000-0-78717,78717,Land (fixed),14.78333333,-88.78333333,0,Honduras,IV
SOTO CANO AB,0-20000-0-78721,78721,Land (fixed),14.36666667,-87.61666667,0,Honduras,IV
TEGUCIGALPA,0-20000-0-78720,78720,Land (fixed),14.05,-87.21666667,0,Honduras,IV
TELA,0-20000-0-78706,78706,Land (fixed),15.71666667,-87.48333333,0,Honduras,IV
TRUJILLO (78704-0),0-20000-0-78704,78704,Land (fixed),15.91666667,-85.91666667,0,Honduras,IV
YORO,0-20000-0-78707,78707,Land (fixed),15.16666667,-87.11666667,0,Honduras,IV
ACAPULCO,0-20000-0-76805,76805,Land (fixed),16.762875,-99.749392,3,Mexico,IV
AEROP. INTERNACIONAL MEXICO,0-20000-0-76679,76679,Land (fixed),19.403703,-99.1966,2337,Mexico,IV
AEROP.INTERNACIONAL MERIDA,0-20000-0-76644,76644,Land (fixed),20.94685,-89.652111,10,Mexico,IV
AEROP.INTERNACIONAL MONTERREY,0-20000-0-76394,76394,Land (fixed),25.86666667,-100.2333333,448,Mexico,IV
AGUASCALIENTES,0-20000-0-76571,76571,Land (fixed),21.851117,-102.291244,1877,Mexico,IV
ALTAR,0-20000-0-76113,76113,Land (fixed),30.714456,-111.8345,421,Mexico,IV
ARRIAGA,0-20000-0-76840,76840,Land (fixed),16.231397,-93.904514,49,Mexico,IV
CAMPECHE,0-20000-0-76695,76695,Land (fixed),19.836503,-90.507447,8,Mexico,IV
CANCUN,0-20000-0-76595,76595,Land (fixed),21.029017,-86.852092,9,Mexico,IV
CHETUMAL,0-20000-0-76751,76751,Land (fixed),19,-86.31666667,13,Mexico,IV
CHETUMAL,0-20000-0-76750,76750,Land (fixed),18.500478,-88.327786,8,Mexico,IV
CHIHUAHUA,0-20000-0-76225,76225,Land (fixed),28.670611,-106.030417,1399,Mexico,IV
CHILPANCINGO,0-20000-0-76762,76762,Land (fixed),17.571825,-99.513981,1268,Mexico,IV
CHOIX,0-20000-0-76311,76311,Land (fixed),26.716694,-108.32535,236,Mexico,IV
CIUDAD CONSTITUCION,0-20000-0-76402,76402,Land (fixed),25.010089,-111.663511,49,Mexico,IV
CIUDAD GUZMAN,0-20000-0-76656,76656,Land (fixed),19.717506,-103.464142,1514,Mexico,IV
CIUDAD OBREGON,0-20000-0-76258,76258,Land (fixed),27.372417,-109.932244,37,Mexico,IV
CIUDAD VICTORIA,0-20000-0-76491,76491,Land (fixed),23.742372,-99.169994,335,Mexico,IV
COATZACOALCOS,0-20000-0-76741,76741,Land (fixed),18.140169,-94.510919,24,Mexico,IV
COLIMA,0-20000-0-76658,76658,Land (fixed),19.218353,-103.720831,446,Mexico,IV
COLONIA JUAN CARRASCO MAZATLAN,0-20000-0-76458,76458,Land (fixed),23.217333,-106.411119,3,Mexico,IV
COLOTLAN,0-20000-0-76519,76519,Land (fixed),22.107461,-103.268044,1674,Mexico,IV
COMITAN,0-20000-0-76848,76848,Land (fixed),16.232019,-92.135189,1645,Mexico,IV
COZUMEL (FAM) Q. ROC,0-20000-0-76649,76649,Land (fixed),20.51666667,-86.93333333,4,Mexico,IV
CUERNAVACA,0-20000-0-76726,76726,Land (fixed),18.9428,-99.215347,1634,Mexico,IV
CULIACAN,0-20000-0-76412,76412,Land (fixed),24.634994,-107.441064,21,Mexico,IV
Cerrillos,0-20008-0-CER,CER,Land (fixed),19.47999954,-99.72000122,2640,Mexico,IV
DURANGO,0-20000-0-76423,76423,Land (fixed),24.061472,-104.600458,1873,Mexico,IV
EJIDO NUEVO LEON BC.,0-20000-0-76040,76040,Land (fixed),32.41455,-115.192642,12,Mexico,IV
EMPALME,0-20000-0-76256,76256,Land (fixed),27.957286,-110.797386,10,Mexico,IV
ENSENADA B.C. (FAM),0-20000-0-76050,76050,Land (fixed),31.66666667,-116.5666667,10,Mexico,IV
FELIPE CARRILLO PUERTO,0-20000-0-76698,76698,Land (fixed),19.575536,-88.053911,11,Mexico,IV
FES CUAUTITLAN,0-20000-0-76670,76670,Land (fixed),19.68333333,-99.18333333,2251,Mexico,IV
GEOGRAFIA UNAM D.F.,0-20000-0-76681,76681,Land (fixed),19.3289,-99.185614,2278,Mexico,IV
GUADALAJARA,0-20000-0-76612,76612,Land (fixed),20.706497,-103.392389,1554,Mexico,IV
GUANAJUATO,0-20000-0-76577,76577,Land (fixed),21.014278,-101.266272,1996,Mexico,IV
HACIENDA YLANG YLANG VERACRUZ,0-20000-0-76692,76692,Land (fixed),19.142989,-96.111314,11,Mexico,IV
HERMOSILLO,0-20000-0-76160,76160,Land (fixed),29.078422,-110.930386,210,Mexico,IV
HIDALGO DEL PARRAL,0-20000-0-76323,76323,Land (fixed),26.918664,-105.6766,1748,Mexico,IV
HUAJUAPAN DE LEON,0-20000-0-76773,76773,Land (fixed),17.788947,-97.771869,1603,Mexico,IV
ISLA SOCORRO,0-20000-0-76723,76723,Land (fixed),18.726344,-110.953869,35,Mexico,IV
ISLAS MARIAS,0-20000-0-76551,76551,Land (fixed),21.635167,-106.538511,9,Mexico,IV
JALAPA,0-20000-0-76687,76687,Land (fixed),19.512594,-96.904167,1365,Mexico,IV
LA PAZ,0-20000-0-76405,76405,Land (fixed),24.128806,-110.320603,22,Mexico,IV
LAGOS DE MORENO,0-20000-0-76573,76573,Land (fixed),21.348411,-101.941942,1907,Mexico,IV
LORETO,0-20000-0-76305,76305,Land (fixed),26.011775,-111.349353,6,Mexico,IV
MANZANILLO,0-20000-0-76654,76654,Land (fixed),19.044472,-104.318592,2,Mexico,IV
MATLAPA,0-20000-0-76585,76585,Land (fixed),21.325114,-98.815858,135,Mexico,IV
MEXICO (CENTRAL),0-20000-0-76680,76680,Land (fixed),19.403703,-99.196675,2308.6,Mexico,IV
MONCLOVA,0-20000-0-76342,76342,Land (fixed),26.900369,-101.433842,616,Mexico,IV
MONTERREY,0-20000-0-76393,76393,Land (fixed),25.682433,-100.271733,504,Mexico,IV
MORELIA,0-20000-0-76665,76665,Land (fixed),19.721786,-101.182922,1915,Mexico,IV
Mex High Altitude Global Climate Observation Cente,0-20008-0-MEX,MEX,Land (fixed),18.985842,-97.314433,4560,Mexico,IV
Mexico City,0-20008-0-MXC,MXC,Land (fixed),19.333898,-99.181939,2268,Mexico,IV
NUEVA CASAS GRANDES,0-20000-0-76122,76122,Land (fixed),30.376517,-107.931469,1469,Mexico,IV
OAXACA,0-20000-0-76775,76775,Land (fixed),17.002311,-96.721378,1519,Mexico,IV
ORIZABA,0-20000-0-76737,76737,Land (fixed),18.865553,-97.098239,1260,Mexico,IV
PACHUCA,0-20000-0-76632,76632,Land (fixed),20.087725,-98.749594,2364,Mexico,IV
PIEDRAS NEGRAS,0-20000-0-76243,76243,Land (fixed),28.683792,-100.548797,249,Mexico,IV
PILARES DE NACOZARI,0-20000-0-76118,76118,Land (fixed),30.375258,-109.691453,1123,Mexico,IV
PROGRESO,0-20000-0-76593,76593,Land (fixed),21.2766,-89.653975,1,Mexico,IV
PUEBLA,0-20000-0-76685,76685,Land (fixed),19.054878,-98.163333,2180,Mexico,IV
PUERTO ANGEL,0-20000-0-76855,76855,Land (fixed),15.667789,-96.489919,43,Mexico,IV
PUERTO CORTEZ,0-20000-0-76401,76401,Land (fixed),24.46666667,-111.8333333,5,Mexico,IV
PUERTO PENASCO,0-20000-0-76061,76061,Land (fixed),31.300364,-113.548264,41,Mexico,IV
QUERETARO,0-20000-0-76625,76625,Land (fixed),20.563472,-100.36945,1901,Mexico,IV
RIOVERDE,0-20000-0-76581,76581,Land (fixed),21.929731,-99.987936,991,Mexico,IV
SALINA CRUZ,0-20000-0-76833,76833,Land (fixed),16.162053,-95.226844,6,Mexico,IV
SALTILLO,0-20000-0-76390,76390,Land (fixed),25.351411,-101.023786,1796,Mexico,IV
SAN FELIPE,0-20000-0-76055,76055,Land (fixed),31.028286,-114.846856,25,Mexico,IV
SAN LUIS POTOSI,0-20000-0-76539,76539,Land (fixed),22.175792,-100.987369,1874,Mexico,IV
SANTA ROSALIA,0-20000-0-76253,76253,Land (fixed),27.337922,-112.272619,64,Mexico,IV
SN. CRISTOBAL LAS CASAS,0-20000-0-76845,76845,Land (fixed),16.724692,-92.637186,2116,Mexico,IV
SOMBRERETE,0-20000-0-76471,76471,Land (fixed),23.638861,-103.636586,2352,Mexico,IV
SOTO LA MARINA,0-20000-0-76499,76499,Land (fixed),23.7642,-98.207933,19,Mexico,IV
TAMPICO,0-20000-0-76548,76548,Land (fixed),22.387689,-97.925722,8,Mexico,IV
TAMUIN,0-20000-0-76543,76543,Land (fixed),22.016672,-98.783439,29,Mexico,IV
TAPACHULA,0-20000-0-76903,76903,Land (fixed),14.887203,-92.2964,114,Mexico,IV
TEMOSACHIC,0-20000-0-76220,76220,Land (fixed),28.954983,-107.827947,1872,Mexico,IV
TEPEHUANES,0-20000-0-76373,76373,Land (fixed),25.331986,-105.723644,1821,Mexico,IV
TEPIC,0-20000-0-76556,76556,Land (fixed),21.518858,-104.883947,923,Mexico,IV
TLAXCALA,0-20000-0-76683,76683,Land (fixed),19.324978,-98.246925,2224,Mexico,IV
TOLUCA,0-20000-0-76675,76675,Land (fixed),19.291261,-99.714436,2727,Mexico,IV
TORREON,0-20000-0-76382,76382,Land (fixed),25.519944,-103.416119,1121,Mexico,IV
TULANCINGO,0-20000-0-76634,76634,Land (fixed),20.084233,-98.357458,2197,Mexico,IV
TUXPAN.VER.,0-20000-0-76640,76640,Land (fixed),20.9599,-97.417261,6,Mexico,IV
TUXTLA GUTIERREZ,0-20000-0-76843,76843,Land (fixed),16.763044,-93.147364,573,Mexico,IV
VALLADOLID,0-20000-0-76647,76647,Land (fixed),20.692997,-88.215869,26,Mexico,IV
VILLAHERMOSA,0-20000-0-76743,76743,Land (fixed),17.980978,-92.921467,6,Mexico,IV
ZACATECAS SONDEO,0-484-15018-76526,76526,Land (fixed),22.7465,-102.5066,2265,Mexico,IV
ZACATECAS,0-20000-0-76525,76525,Land (fixed),22.778892,-102.566814,2512,Mexico,IV
ZAMORA,0-20000-0-76662,76662,Land (fixed),20.009739,-102.282203,1561,Mexico,IV
JOHN A. OSBORNE AIRPORT,0-20000-0-78850,78850,Land (fixed),16.79111111,-62.19333333,166.67,Montserrat,IV
F.D. ROOSEVELT AIRPORT ST. EUSTATIUS,0-20000-0-78873,78873,Land (fixed),17.49555556,-62.98277778,39.93,Netherlands,IV
FLAMINGO AIRPORT,0-20000-0-78990,78990,Land (fixed),12.13,-68.27583333,7.32,Netherlands,IV
JUANCHO E. YRAUSQUIN AIRPORT,0-20000-0-78871,78871,Land (fixed),17.64611111,-63.22083333,42.06,Netherlands,IV
QUEEN BEATRIX AIRPORT,0-20000-0-78982,78982,Land (fixed),12.5,-70.01666667,3,Netherlands,IV
BLUEFIELDS,0-20000-0-78745,78745,Land (fixed),12,-83.76666667,0,Nicaragua,IV
CHINANDEGA,0-20000-0-78739,78739,Land (fixed),12.63333333,-87.13333333,0,Nicaragua,IV
CONDEGA,0-20000-0-78729,78729,Land (fixed),13.36666667,-86.4,0,Nicaragua,IV
CORINTO,0-20000-0-78738,78738,Land (fixed),12.51666667,-87.2,0,Nicaragua,IV
JINOTEGA,0-20000-0-78734,78734,Land (fixed),13.08333333,-85.98333333,0,Nicaragua,IV
JUIGALPA,0-20000-0-78735,78735,Land (fixed),12.1,-85.36666667,0,Nicaragua,IV
LEON,0-20000-0-78737,78737,Land (fixed),12.45,-86.86666667,0,Nicaragua,IV
MANAGUA A.C.SANDINO,0-20000-0-78741,78741,Land (fixed),12.15,-86.16666667,0,Nicaragua,IV
MASATEPE,0-20000-0-78732,78732,Land (fixed),11.9,-86.15,0,Nicaragua,IV
MUY MUY,0-20000-0-78743,78743,Land (fixed),12.76666667,-85.63333333,0,Nicaragua,IV
NAGAROTE,0-20000-0-78742,78742,Land (fixed),12.25,-86.55,0,Nicaragua,IV
NANDAIME,0-20000-0-78731,78731,Land (fixed),11.71666667,-86.05,0,Nicaragua,IV
OCOTAL,0-20000-0-78740,78740,Land (fixed),13.61666667,-86.46666667,0,Nicaragua,IV
POSOLTEGA,0-20000-0-78736,78736,Land (fixed),12.55,-86.98333333,0,Nicaragua,IV
PUERTO CABEZAS,0-20000-0-78730,78730,Land (fixed),14.06666667,-83.63333333,0,Nicaragua,IV
RIVAS,0-20000-0-78733,78733,Land (fixed),11.41666667,-85.83333333,0,Nicaragua,IV
SAN CARLOS (78744-0),0-20000-0-78744,78744,Land (fixed),11.13333333,-84.78333333,0,Nicaragua,IV
SAN ISIDRO,0-20000-0-78728,78728,Land (fixed),12.9,-86.18333333,0,Nicaragua,IV
AILIGANDI,0-20000-0-78789,78789,Land (fixed),9.25,-78.03333333,1,Panama,IV
Albrook,0-20008-0-ARK,ARK,Land (fixed),8.979999542,-79.55000305,66,Panama,IV
COROZAL OESTE,0-20000-0-78807,78807,Land (fixed),8.966666667,-79.56666667,7,Panama,IV
DAVID,0-20000-0-78793,78793,Land (fixed),8.4,-82.41666667,29,Panama,IV
David City,0-20008-0-DVC,DVC,Land (fixed),8.399999619,-82.41699982,27,Panama,IV
Fort Sherman,0-20008-0-FSM,FSM,Land (fixed),9.329999924,-79.98000336,57,Panama,IV
SANTIAGO (78795-0),0-20000-0-78795,78795,Land (fixed),8.083333333,-80.95,83,Panama,IV
Santiago City,0-20008-0-STG,STG,Land (fixed),8.100000382,-80.41670227,140,Panama,IV
TOCUMEN,0-20000-0-78792,78792,Land (fixed),9.05,-79.36666667,45,Panama,IV
University of Panama,0-20008-0-UPA,UPA,Land (fixed),8.982999802,-79.53299713,50,Panama,IV
C. AMALIE/TRUMAN,0-20000-0-78543,78543,Land (fixed),18.33333333,-64.96666667,3,Puerto Rico,IV
CHRISTIANSTED/ALEX. HAMILTON FIELD,0-20000-0-78547,78547,Land (fixed),17.7,-64.8,17,Puerto Rico,IV
HAM BLUFF LIGHT,0-20000-0-78545,78545,Land (fixed),17.76666667,-64.88333333,21,Puerto Rico,IV
ROOSEVELT ROADS/NS,0-20000-0-78535,78535,Land (fixed),18.25,-65.63333333,0,Puerto Rico,IV
SAN JUAN/INT.,0-20000-0-78526,78526,Land (fixed),18.43166667,-65.99194444,4,Puerto Rico,IV
BASSETERRE,0-20000-0-78857,78857,Land (fixed),17.28333333,-62.73333333,30,Saint Kitts and Nevis,IV
R.L. BRADSHAW INT'L AIRPORT,0-20000-0-78858,78858,Land (fixed),17.30361111,-62.71944444,66.8,Saint Kitts and Nevis,IV
V.W AMORY INT'L AIRPORT,0-20000-0-78859,78859,Land (fixed),17.21111111,-62.59166667,17.37,Saint Kitts and Nevis,IV
GEORGE F.L. CHARLES AIRPORT,0-20000-0-78947,78947,Land (fixed),14.01666667,-61,2,Saint Lucia,IV
HEWANORRA INT'L AIRPORT,0-20000-0-78948,78948,Land (fixed),13.75,-60.95,3,Saint Lucia,IV
SAINT-PIERRE,0-20000-0-71805,71805,Land (fixed),46.76638889,-56.17916667,8,Saint Pierre and Miquelon,IV
ARNOS VALE,0-20000-0-78951,78951,Land (fixed),13.13333333,-61.2,9,Saint Vincent and Grenadines,IV
Argyle International Airport,0-670-1-78952,78952,Land (fixed),13.1575,-61.151467,41.4,Saint Vincent and Grenadines,IV
JULIANA AIRPORT,0-20000-0-78866,78866,Land (fixed),18.03333333,-63.11666667,3,Sint Maarten,IV
CROWN POINT AIRPORT,0-20000-0-78962,78962,Land (fixed),11.15,-60.83333333,3,Trinidad and Tobago,IV
PIARCO INT. AIRPORT,0-20000-0-78970,78970,Air (fixed),10.61666667,-61.35,12,Trinidad and Tobago,IV
PORT OF SPAIN,0-20000-0-78969,78969,Land (fixed),10.63333333,-61.5,3,Trinidad and Tobago,IV
GRAND TURK,0-20000-0-78118,78118,Land (fixed),21.45,-71.15,10,Turks and Caicos Islands ,IV
PROVIDENCIALES,0-20000-0-78114,78114,Land (fixed),21.76666667,-72.26666667,4,Turks and Caicos Islands ,IV
Bermuda,0-20008-0-BMD,BMD,Land (fixed),32.36999893,-64.69611359,8,United Kingdom (the),IV
L F WADE INTERNATIONAL AIRPORT,0-20000-0-78016,78016,Land (fixed),32.36694444,-64.67722222,0,United Kingdom (the),IV
St. David's Head,0-20008-0-BME,BME,Land (fixed),32.36999893,-64.65000153,30,United Kingdom (the),IV
Tudor Hill (Bermuda),0-20008-0-BMW,BMW,Land (fixed),32.27000046,-64.87999725,30,United Kingdom (the),IV
ABERDEEN PROVING GROUNDS,0-20000-0-74002,74002,Land (fixed),39.5,-76.16666667,0,United States (the),IV
ABERDEEN/REG.,0-20000-0-72659,72659,Land (fixed),45.45555556,-98.41333333,398.4,United States (the),IV
ABILENE/MUN.,0-20000-0-72266,72266,Land (fixed),32.41666667,-99.68333333,542,United States (the),IV
AIR FORCE ACADEMY,0-20000-0-74531,74531,Land (fixed),38.96666667,-104.8166667,0,United States (the),IV
AKRON/AKRON-CANTON REG. OH.,0-20000-0-72521,72521,Land (fixed),40.91666667,-81.43333333,374,United States (the),IV
ALAMEDA/NAS,0-20000-0-74506,74506,Land (fixed),37.78333333,-122.3166667,0,United States (the),IV
ALAMOSA,0-20000-0-72462,72462,Land (fixed),37.43333333,-105.8666667,2297,United States (the),IV
ALBANY COUNTY AIRPORT,0-20000-0-72518,72518,Land (fixed),42.75,-73.8,88,United States (the),IV
ALBANY,0-20001-0-72518,72518,Land (fixed),42.69194444,-73.83222222,95,United States (the),IV
ALBANY/MUN.,0-20000-0-72216,72216,Land (fixed),31.53333333,-84.18333333,60,United States (the),IV
ALBUQUERQUE/INT.,0-20000-0-72365,72365,Land (fixed),35.03777778,-106.6219444,1619,United States (the),IV
ALLENTOWN/A.-BETHLEHEM-EASTON,0-20000-0-72517,72517,Land (fixed),40.65,-75.43333333,118,United States (the),IV
ALMA GA BACON COUNTY ARPT,0-20000-0-72316,72316,Land (fixed),31.53611111,-82.50694444,0,United States (the),IV
ALPENA/PHELPS COLLINS,0-20000-0-72639,72639,Land (fixed),45.06666667,-83.56666667,210,United States (the),IV
ALTUS AFB,0-20000-0-72352,72352,Land (fixed),34.65,-99.26666667,0,United States (the),IV
AMARILLO/INTL.,0-20000-0-72363,72363,Land (fixed),35.23305556,-101.7091667,1095,United States (the),IV
ANCHORAGE/ELMENDORF AFB,0-20000-0-70272,70272,Land (fixed),61.25,-149.8,0,United States (the),IV
ANCHORAGE/INT.,0-20000-0-70273,70273,Land (fixed),61.15666667,-149.9863889,52.1,United States (the),IV
ANDERSON RGNL ARPT,0-20000-0-72319,72319,Land (fixed),34.495,-82.70194444,0,United States (the),IV
ANGOON,0-20000-0-70383,70383,Land (fixed),57.5,-134.5833333,0,United States (the),IV
ANIAK,0-20000-0-70232,70232,Land (fixed),61.58333333,-159.5333333,26,United States (the),IV
ANNETTE ISLAND,0-20000-0-70398,70398,Land (fixed),55.03888889,-131.5777778,34.7,United States (the),IV
APALACHICOLA/MUN.,0-20000-0-72220,72220,Land (fixed),29.73333333,-85.03333333,6,United States (the),IV
ASHEVILLE/MUN.,0-20000-0-72315,72315,Land (fixed),35.43333333,-82.55,659,United States (the),IV
ASTORIA/CLATSOP,0-20000-0-72791,72791,Land (fixed),46.15,-123.8833333,7,United States (the),IV
ATHENS/MUN.,0-20000-0-72311,72311,Land (fixed),33.95,-83.31666667,246,United States (the),IV
ATLANTA/MUN.,0-20000-0-72219,72219,Land (fixed),33.65,-84.41666667,312,United States (the),IV
ATLANTIC CITY,0-20000-0-72407,72407,Land (fixed),39.45,-74.56666667,21,United States (the),IV
ATTU,0-20000-0-70409,70409,Land (fixed),52.83333333,173.1833333,21,United States (the),IV
AUGUSTA/BUSH FIELD,0-20000-0-72218,72218,Land (fixed),33.36666667,-81.96666667,44,United States (the),IV
AUSTIN-BERGSTROM INTL AIRPORT,0-20000-0-74745,74745,Land (fixed),30.18333333,-97.68333333,165,United States (the),IV
